Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
MHGU,MERITAGE HOSPTLTY GRP INC,OTCQX U.S. Premier,20.800000,0.000000,500,Common Stock,USA,Michigan
MHGUP,MERITAGE HOSPTLTY PFD B,OTCQX U.S. Premier,35.000000,,0,Preferred Stock,USA,Michigan
TYCB,TAYLOR(CLVN B)BKG BRLN MD,OTCQX U.S. Premier,33.000000,,0,Common Stock,USA,Maryland
STBI,STURGIS BANCORP INC,OTCQX U.S. Premier,19.050000,,0,Common Stock,USA,Michigan
PSBP,PSB HOLDING CORP,OTCQX U.S. Premier,25.110000,,0,Common Stock,USA,Maryland
OCBI,ORANGE CTY BNCRP INC,OTCQX U.S. Premier,30.750000,-0.646200,1300,Common Stock,USA,New York
MNBP,MARS BANCORP INC,OTCQX U.S. Premier,475.000000,,0,Common Stock,USA,Pennsylvania
MNAT,MARQUETTE NATL CORP,OTCQX U.S. Premier,37.740000,,0,Common Stock,USA,Illinois
KISB,KISH BANCORP INC,OTCQX U.S. Premier,32.000000,7.563000,100,Common Stock,USA,Pennsylvania
KCLI,KANSAS CITY LIFE INS NEW,OTCQX U.S. Premier,44.250000,,1,Common Stock,USA,Missouri
FBAK,FIRST NB ALASKA,OTCQX U.S. Premier,219.810000,0.599500,284,Common Stock,USA,Alaska
FETM,FENTURA FINANCIAL INC,OTCQX U.S. Premier,23.300000,0.000000,1400,Common Stock,USA,Michigan
ENBP,ENB FINANCIAL CORP PA,OTCQX U.S. Premier,21.650000,,0,Common Stock,USA,Pennsylvania
CNIG,CORNING NATURAL GAS HLDG,OTCQX U.S. Premier,23.320000,,0,Common Stock,USA,New York
CBAF,CITBA FINANCIAL CORP,OTCQX U.S. Premier,29.750000,0.000000,200,Common Stock,USA,Indiana
CPTP,CAPITAL PROPERTIES INC A,OTCQX U.S. Premier,12.500000,1.708700,641,Common Stock,USA,Rhode Island
KTYB,KENTUCKY BANCSHARES INC,OTCQX U.S. Premier,37.450000,-6.375000,206,Common Stock,USA,Kentucky
BHWB,BLACKHAWK BANCORP INC,OTCQX U.S. Premier,29.990000,3.413800,100,Common Stock,USA,Wisconsin
CFNB,CALIFORNIA FIRST LEASING,OTCQX U.S. Premier,17.320000,0.000000,100,Common Stock,USA,California
BNCC,BNCCORP INC,OTCQX U.S. Premier,36.190000,0.249000,2245,Common Stock,USA,North Dakota
CNAF,COMML NATL FINCL CORP PA,OTCQX U.S. Premier,18.700000,-1.319300,1234,Common Stock,USA,Pennsylvania
DBIN,DACOTAH BANKS INC,OTCQX U.S. Premier,31.900000,2.243600,2069,Common Stock,USA,South Dakota
HLAN,HEARTLAND BANC CORP,OTCQX U.S. Premier,95.500000,0.000000,515,Common Stock,USA,Ohio
CMTV,COMMUTY BANCORP VT,OTCQX U.S. Premier,18.730000,4.055600,200,Common Stock,USA,Vermont
FMBM,F & M BANK CORP,OTCQX U.S. Premier,27.300000,,0,Common Stock,USA,Virginia
PPBN,PINNACLE BANKSHARES CORP,OTCQX U.S. Premier,25.760000,1.019600,108,Common Stock,USA,Virginia
WAYN,WAYNE SAVINGS BNCSHS INC,OTCQX U.S. Premier,24.110000,1.473100,201,Common Stock,USA,Ohio
NASB,NASB FINCL INC,OTCQX U.S. Premier,65.697500,-4.786200,1065,Common Stock,USA,Missouri
VABK,VIRGINIA NATIONAL BNKSHS,OTCQX U.S. Premier,30.350000,,156,Common Stock,USA,Virginia
UBNC,UB BANCORP,OTCQX U.S. Premier,14.000000,,0,Common Stock,USA,North Carolina
AMBZ,AMER BUSINESS BK CA,OTCQX U.S. Premier,40.000000,-0.682800,940,Common Stock,USA,California
FMCB,FRMRS&MER BNCORP LODI CA,OTCQX U.S. Premier,777.990000,0.385800,14,Common Stock,USA,California
CBKM,CONSUMERS BANCORP INC,OTCQX U.S. Premier,19.500000,0.257100,1140,Common Stock,USA,Ohio
TYFG,TRI COUNTY FINCL GRP CORP,OTCQX U.S. Premier,39.000000,,0,Common Stock,USA,Illinois
PSBQ,PSB HOLDINGS INC (WI),OTCQX U.S. Premier,25.250000,-0.980400,101,Common Stock,USA,Wisconsin
ISBA,ISABELLA BANK CORP,OTCQX U.S. Premier,21.750000,,307,Common Stock,USA,Michigan
CSVI,COMPUTER SVCS INC,OTCQX U.S. Premier,59.000000,1.166000,579,Common Stock,USA,Kentucky
PFLC,PACIFIC FINCL CORP,OTCQX U.S. Premier,13.000000,,0,Common Stock,USA,Washington
CYSM,COMMUTY BANCORP SAN MAR,OTCQX U.S. Premier,11.940000,2.489300,12330,Common Stock,USA,California
BFCC,BANKFIRST CAP CORP,OTCQX U.S. Premier,23.000000,,0,Common Stock,USA,Mississippi
KTHN,KATAHDIN BANKSHARES CORP,OTCQX U.S. Premier,21.500000,,0,Common Stock,USA,Maine
HARL,HARLEYSVILLE FINCL CORP,OTCQX U.S. Premier,23.500000,-2.083300,320,Common Stock,USA,Pennsylvania
MVLY,MISSION VALLEY BANCORP,OTCQX U.S. Premier,12.100000,,0,Common Stock,USA,California
EFSI,EAGLE FINCL SVCS INC,OTCQX U.S. Premier,31.990000,,121,Common Stock,USA,Virginia
DMKBA,DENMARK BANCSHARES INC A,OTCQX U.S. Premier,24.999900,,0,Common Stock,USA,Wisconsin
FDVA,FREEDOM BANK OF VIRGINIA,OTCQX U.S. Premier,10.900000,,0,Common Stock,USA,Virginia
RYFL,ROYAL FINANCIAL INC,OTCQX U.S. Premier,16.350000,,0,Common Stock,USA,Illinois
FRSB,FIRST RESOURCE BANK (PA),OTCQX U.S. Premier,10.000000,,0,Common Stock,USA,Pennsylvania
CFST,COMMUNITIES FIRST FINL CP,OTCQX U.S. Premier,41.000000,0.000000,109,Common Stock,USA,California
TRVR,TWO RIVERS FINCL GRP INC,OTCQX U.S. Premier,35.260000,0.742900,3544,Common Stock,USA,Iowa
TCNB,TOWN CENTER BANK (IL),OTCQX U.S. Premier,4.000000,,0,Common Stock,USA,Illinois
SLNG,STABILIS SOLUTIONS INC,OTCQX U.S. Premier,6.750000,11.386100,3442,Common Stock,USA,Texas
SBKK,SUNCREST BK (VISALIA CA),OTCQX U.S. Premier,12.750000,0.000000,3950,Common Stock,USA,California
OTCM,OTC MARKETS GROUP INC A,OTCQX U.S. Premier,39.750000,1.923100,2964,Common Stock,USA,New York
VLLX,VALLEY REPUBLIC BANCORP,OTCQX U.S. Premier,31.000000,11.711700,1700,Common Stock,USA,California
EMYB,EMBASSY BANCORP INC,OTCQX U.S. Premier,16.500000,0.304000,101,Common Stock,USA,Pennsylvania
CTUY,CENTURY NEXT FINANCIAL CP,OTCQX U.S. Premier,31.000000,2.955800,500,Common Stock,USA,Louisiana
PBAM,PRIVATE BANCORP OF AMER,OTCQX U.S. Premier,24.000000,2.127700,280,Common Stock,USA,California
UNIF,U&I FINANCIAL CORP,OTCQX U.S. Premier,10.100000,,0,Common Stock,USA,Washington
WBBW,WESTBURY BANCORP INC,OTCQX U.S. Premier,28.750000,0.877200,104,Common Stock,USA,Wisconsin
FFMR,FIRST FARMERS FINANCIAL,OTCQX U.S. Premier,41.500000,,24,Common Stock,USA,Indiana
CBWA,COMMENCEMENT BANCORP INC,OTCQX U.S. Premier,13.000000,,0,Common Stock,USA,Washington
PMHG,PRIME MERIDIAN HLDG CO,OTCQX U.S. Premier,20.000000,-3.147700,150,Common Stock,USA,Florida
SABK,SOUTH ATLANTIC BANCSHARES,OTCQX U.S. Premier,12.350000,0.488200,347,Common Stock,USA,South Carolina
KSHB,KUSHCO HOLDINGS INC,OTCQX U.S. Premier,1.230000,7.894700,2856687,Common Stock,USA,California
MCBI,MOUNTAIN COMM BANCORP INC,OTCQX U.S. Premier,23.800000,,0,Common Stock,USA,Tennessee
CBBI,CBB BANCORP INC,OTCQX U.S. Premier,10.500000,,105,Common Stock,USA,California
VTYB,VICTORY BANCORP INC,OTCQX U.S. Premier,11.210000,,0,Common Stock,USA,Pennsylvania
CNBN,CNB BK SHS INC,OTCQX U.S. Premier,19.250000,,0,Common Stock,USA,Illinois
MBLU,MORRIS ST BANCSHARES INC,OTCQX U.S. Premier,67.010000,,0,Common Stock,USA,Georgia
FNSB,FNS BANCSHARES INC,OTCQX U.S. Premier,94.000000,,0,Common Stock,USA,Alabama
PBNC,PB FINANCIAL CORPORATION,OTCQX U.S. Premier,34.600000,,0,Common Stock,USA,North Carolina
RYES,RISE GOLD CORP,OTCQX U.S.,0.490000,-3.921600,15500,Foreign Ordinary Shares,Canada,British Columbia
AIXN,AIXIN LIFE INTL INC,OTCQX U.S.,6.100000,-0.408200,714,Common Stock,China,
JRSS,JRSIS HEALTH CARE CORP,OTCQX U.S.,0.407550,-2.441700,16496,Common Stock,China,
SOTK,SONO-TEK CORP,OTCQX U.S.,4.400000,0.227800,4740,Common Stock,USA,New York
SMDM,SINGING MACHINE CO INC,OTCQX U.S.,0.410400,,0,Common Stock,USA,Florida
NOBH,NOBILITY HOMES INC,OTCQX U.S.,30.000000,,98,Common Stock,USA,Florida
CRMZ,CREDITRISKMONITOR.COM INC,OTCQX U.S.,2.400000,-0.826400,10925,Common Stock,USA,New York
MACE,MACE SECURITY INTL INC,OTCQX U.S.,0.562500,4.166700,286422,Common Stock,USA,Ohio
LYBC,LYONS BANCORP INC,OTCQX U.S.,42.260000,,50,Common Stock,USA,New York
ENZN,ENZON PHARMS INC,OTCQX U.S.,0.810000,5.896200,177777,Common Stock,USA,New Jersey
DXLG,DESTINATION XL GROUP INC,OTCQX U.S.,1.200000,10.091700,329213,Common Stock,USA,Massachusetts
CNIGO,CORNING NAT 6% PFD SER A,OTCQX U.S.,26.840000,,0,Preferred Stock,USA,New York
CNIGP,CORNING NAT 4.8% PFD B,OTCQX U.S.,28.520000,,0,Preferred Stock,USA,New York
CPKF,CHESAPEAKE FINCL SHS INC,OTCQX U.S.,24.000000,,6,Common Stock,USA,Virginia
CTAM,CASTLE AM & CO,OTCQX U.S.,7.500000,7.913700,1883,Common Stock,USA,Illinois
BDCO,BLUE DOLPHIN ENERGY CO,OTCQX U.S.,0.560000,-2.166300,11193,Common Stock,USA,Texas
BVHBB,BLUEGREEN VACATIONS CL B,OTCQX U.S.,17.950000,,0,Common Stock,USA,Florida
DVCR,DIVERSICARE HLTHCARE SVCS,OTCQX U.S.,3.580000,3.768100,590,Common Stock,USA,Tennessee
HSBI,HERITAGE SOUTHEAST BANCRP,OTCQX U.S.,15.000000,0.671100,2400,Common Stock,USA,Georgia
DPSI,DECISIONPOINT SYST INC,OTCQX U.S.,2.250000,,52,Common Stock,USA,California
INBP,INTEGRATED BIOPHARMA INC,OTCQX U.S.,1.040000,-0.952400,15200,Common Stock,USA,New Jersey
HRTH,HARTE HANKS INC,OTCQX U.S.,4.350000,0.461900,5512,Common Stock,USA,Texas
FACO,FIRST ACCEPTANCE CORP,OTCQX U.S.,1.630000,0.307700,10529,Common Stock,USA,Tennessee
PLBN,PILOT BANCSHARES INC,OTCQX U.S.,4.000000,-0.249400,435,Common Stock,USA,Florida
AQSP,ACQUIRED SALES CORP,OTCQX U.S.,7.500000,23.966900,909,Common Stock,USA,Illinois
LWLG,LIGHTWAVE LOGIC INC,OTCQX U.S.,1.420000,-2.069000,109570,Common Stock,USA,Colorado
HCBC,HIGH COUNTRY BANCORP INC,OTCQX U.S.,40.000000,-2.296000,600,Common Stock,USA,Colorado
IDXG,INTERPACE BIOSCIENCES INC,OTCQX U.S.,4.745000,-0.105300,19677,Common Stock,USA,New Jersey
ALBY,COMMUTY CAP BNCSHS INC,OTCQX U.S.,13.500000,,0,Common Stock,USA,Georgia
JDVB,JD BANCSHARES INC,OTCQX U.S.,45.990000,2.200000,165,Common Stock,USA,Louisiana
PFBX,PEOPLES FINCL CORP MISS,OTCQX U.S.,17.000000,,0,Common Stock,USA,Mississippi
LONE,LONESTAR RESOURCES US,OTCQX U.S.,5.600000,5.660400,2054,Common Stock,USA,Texas
LUMB,LUMBEE GUARANTY BK,OTCQX U.S.,11.290000,,0,Common Stock,USA,North Carolina
TRCK,TRACK GROUP INC,OTCQX U.S.,1.600000,,0,Common Stock,USA,Illinois
TBTC,TABLE TRAC INC,OTCQX U.S.,2.780000,0.361000,167,Common Stock,USA,Minnesota
OSTBP,OVERSTOCK PFD VTG SER B,OTCQX U.S.,50.000000,,0,Preferred Stock,USA,Utah
GRRB,GRANDSOUTH BNCRPRTN NEW,OTCQX U.S.,20.350000,-0.489000,8719,Common Stock,USA,South Carolina
UWHR,UWHARRIE CAPITAL CORP,OTCQX U.S.,7.000000,0.000000,441,Common Stock,USA,North Carolina
DMKBB,DENMARK BANCSHARES INC B,OTCQX U.S.,23.500000,,0,Common Stock,USA,Wisconsin
SIMP,SIMPLY INC,OTCQX U.S.,4.500000,-2.173900,13860,Common Stock,USA,Florida
UBAB,UNITED BNCRP OF AL INC  A,OTCQX U.S.,29.000000,3.571400,100,Common Stock,USA,Alabama
BASX,BASIC ENERGY SERVICES INC,OTCQX U.S.,0.260000,-8.224500,36756,Common Stock,USA,Texas
LGIQ,LOGIQ INC,OTCQX U.S.,6.150000,2.500000,31802,Common Stock,USA,New York
ISCO,INTL STEM CELL CORP,OTCQX U.S.,0.730000,,21,Common Stock,USA,California
ZNOG,ZION OIL & GAS INC,OTCQX U.S.,0.613960,-6.989900,1831118,Common Stock,USA,Texas
ZNOGW,ZION OIL & GAS  INC WTS,OTCQX U.S.,50.000000,-16.611100,100,Warrants,USA,Texas
MNMB,MERCHANTS & MARINE BNCORP,OTCQX U.S.,38.000000,,0,Common Stock,USA,Mississippi
GNRV,GRAND RIVER COMMERCE INC,OTCQX U.S.,7.750000,,0,Common Stock,USA,Michigan
BTTR,BETTER CHOICE CO INC,OTCQX U.S.,1.440000,-3.355700,180595,Common Stock,USA,Florida
COSM,COSMOS HOLDINGS INC,OTCQX U.S.,5.750000,-0.862100,1220,Common Stock,USA,Illinois
TRTC,TERRA TECH CORP,OTCQX U.S.,0.361000,-1.095900,810038,Common Stock,USA,California
INLB,ITEM 9 LABS CORP,OTCQX U.S.,3.510000,-5.898100,10032,Common Stock,USA,Arizona
MRMD,MARIMED INC,OTCQX U.S.,0.780000,6.849300,688851,Common Stock,USA,Massachusetts
CSHX,CASHMERE VALLEY BANK,OTCQX U.S.,61.000000,,1,Common Stock,USA,Washington
TGEN,TECOGEN INC,OTCQX U.S.,1.700000,-1.162800,44837,Common Stock,USA,Massachusetts
FNGR,FINGERMOTION INC,OTCQX U.S.,10.850000,-1.273900,28478,Common Stock,USA,New York
GBTC,GRAYSCALE BITCOIN TRUST,OTCQX U.S.,50.040000,-1.534800,6539474,Common Stock,USA,Connecticut
AKOM,AERKOMM INC,OTCQX U.S.,5.180000,,0,Common Stock,USA,Nevada
IBTN,INSCORP INC,OTCQX U.S.,16.000000,-4.988700,100,Common Stock,USA,Tennessee
EQFN,EQUITABLE FINCL CORP,OTCQX U.S.,12.100000,,0,Common Stock,USA,Nebraska
FHBI,FIRST HOME BANCORP INC,OTCQX U.S.,29.400000,,0,Common Stock,USA,Florida
PMTS,CPI CARD GROUP INC,OTCQX U.S.,13.990000,-3.517200,26106,Foreign Ordinary Shares,USA,Colorado
SHWZ,MEDICINE MAN TECH INC,OTCQX U.S.,2.280000,2.702700,107933,Common Stock,USA,Colorado
TGRF,TGR FINL INC,OTCQX U.S.,12.800000,-8.506100,4210,Common Stock,USA,Florida
PKKW,PARKWAY ACQUISITION CORP,OTCQX U.S.,11.300000,0.000000,3540,Common Stock,USA,Virginia
OTTW,OTTAWA BANCORP INC,OTCQX U.S.,14.650000,,0,Common Stock,USA,Illinois
CCNB,COASTAL CAROLINA BANC,OTCQX U.S.,8.090000,0.998800,7600,Common Stock,USA,South Carolina
STMH,STEM HLDGS INC,OTCQX U.S.,0.649000,-0.976500,158606,Foreign Ordinary Shares,USA,Florida
COSO,COASTALSOUTH BANCSHARES,OTCQX U.S.,14.000000,,0,Common Stock,USA,South Carolina
TDGMW,TIDEWATER INC 11/14/42 WT,OTCQX U.S.,13.750000,,0,Warrants,USA,Texas
CRSS,CROSSROADS SYS INC NEW,OTCQX U.S.,9.790000,,24,Common Stock,USA,Texas
SVBT,SVB&T CORP,OTCQX U.S.,78.200000,0.256400,287,Common Stock,USA,Indiana
ETCG,GRAYSCALE ETHRM CLSSIC TR,OTCQX U.S.,11.860000,0.679100,135775,Common Stock,USA,Connecticut
GBFH,GBANK FINL HLDGS INC,OTCQX U.S.,9.300000,,0,Common Stock,USA,Nevada
BSFO,BANK OF SAN FRANCISCO,OTCQX U.S.,24.300000,,0,Common Stock,USA,California
WRIV,WHITE RIVER BANCSHARES CO,OTCQX U.S.,69.500000,,0,Common Stock,USA,Arkansas
UCASU,UC ASSET LTD PRTNSHP UTS,OTCQX U.S.,2.200000,,0,Units,USA,Georgia
FNBT,FINEMARK HOLDINGS INC,OTCQX U.S.,30.000000,,0,Common Stock,USA,Florida
OSBK,OCONEE FINL CORP,OTCQX U.S.,37.100000,,0,Common Stock,USA,Georgia
ETHE,GRAYSCALE ETHRM TR ETH,OTCQX U.S.,17.890000,3.350700,3498524,Common Stock,USA,Connecticut
ALPIB,ALPINE BKS COLO CL B,OTCQX U.S.,31.900000,0.000000,49,Common Stock,USA,Colorado
PPHI,POSITIVE PHYSICIANS HLDGS,OTCQX U.S.,11.000000,,0,Common Stock,USA,Pennsylvania
SCTY,MONITRONICS INTL INC,OTCQX U.S.,7.260000,-0.547900,219,Foreign Ordinary Shares,USA,Texas
DSBX,DOGWOOD STATE BK RLGH NC,OTCQX U.S.,14.000000,,0,Common Stock,USA,North Carolina
GDLC,GRAYSCALE DIGITAL LG CAP,OTCQX U.S.,38.100000,4.412200,168476,Foreign Ordinary Shares,USA,Connecticut
BOID,BANK IDAHO HLDG CO,OTCQX U.S.,23.500000,,0,Common Stock,USA,Idaho
BELP,BELPOINTE REIT INC,OTCQX U.S.,100.070000,-0.030000,14305,Common Stock,USA,Connecticut
INBC,INBANKSHARES CORPORATION,OTCQX U.S.,8.450000,0.595200,600,Common Stock,USA,Colorado
DCSX,DIRECT COMM SOLUTIONS,OTCQX U.S.,1.650000,-11.764700,145116,Foreign Ordinary Shares,USA,California
BCHG,GRAYSCALE BITCOIN CASH TR,OTCQX U.S.,18.700000,-1.914500,60840,Common Stock,USA,Connecticut
BITW,BITWISE 10 CRYPTO IDX UT,OTCQX U.S.,83.350000,-0.773800,34762,Units,USA,California
LTCN,GRAYSCALE LITECOIN TR LTC,OTCQX U.S.,112.000000,-1.754400,21986,Common Stock,USA,Connecticut
BBXIA,BBX CAPITAL INC A,OTCQX U.S.,6.350000,0.000000,30054,Common Stock,USA,Florida
SNPX,SYNAPTOGENIX INC,OTCQX U.S.,2.200000,10.000000,51159,Common Stock,USA,New York
LGCP,LEGION CAP CORP,OTCQX U.S.,1.750000,-12.500000,150,Common Stock,USA,Florida
OBTC,OSPREY BITCOIN TR UBI,OTCQX U.S.,25.080000,13.587000,565196,Units,USA,New York
TUEM,TUESDAY MORNING CORP NEW,OTCQX U.S.,3.060000,-0.970900,109686,Common Stock,USA,Texas
IDAI,T STAMP INC CL A,OTCQX U.S.,17.500000,18.243200,617,Common Stock,USA,Georgia
AUGX,AUGMEDIX INC,OTCQX U.S.,5.000000,,200,Common Stock,USA,California
AWCMF,ALUMINA LTD,OTCQX International Premier,1.280000,0.787400,100,Foreign Ordinary Shares,Australia,Victoria
AWCMY,ALUMINA LTD S/ADR,OTCQX International Premier,5.290000,0.007600,1586,ADRs,Australia,Victoria
FSUGY,FORTESCUE METAL GRP S/ADR,OTCQX International Premier,30.740000,-0.032500,61554,ADRs,Australia,Western Australia
FSUMF,FORTESCUE METAL GROUP LTD,OTCQX International Premier,15.290000,-2.982200,3712,Foreign Ordinary Shares,Australia,Western Australia
PBTHF,POINTSBET HOLDINGS LTD,OTCQX International Premier,9.860000,4.338600,1119,Foreign Ordinary Shares,Australia,Victoria
SOLVY,SOLVAY SA SPNS/ADR,OTCQX International Premier,12.630000,-2.395700,45293,ADRs,Belgium,
SVYSF,SOLVAY SA ACT,OTCQX International Premier,125.402028,,79,Foreign Ordinary Shares,Belgium,
LZRFY,LOCALIZA RENT A CAR S/ADR,OTCQX International Premier,10.555000,1.685900,2663,ADRs,Brazil,
JBSAY,JBS S A S/ADR,OTCQX International Premier,9.640000,-6.634400,38382,ADRs,Brazil,
COGNY,COGNA EDUCACAO S A S/ADR,OTCQX International Premier,0.690000,,3,ADRs,Brazil,
BDRAF,BOMBARDIER INC A,OTCQX International Premier,0.907000,9.422100,88845,Foreign Ordinary Shares,Canada,Quebec
BDRBF,BOMBARDIER INC B,OTCQX International Premier,0.775000,9.154900,4827056,Foreign Ordinary Shares,Canada,Quebec
ACDVF,AIR CANADA INC VTG & VAR,OTCQX International Premier,20.840000,-1.045100,41119,Foreign Ordinary Shares,Canada,Quebec
ARESF,ARTIS RL EST I/T TR UT,OTCQX International Premier,8.650000,0.464600,606,Units,Canada,Manitoba
IVPAF,IVANHOE MINES LTD A,OTCQX International Premier,5.187900,0.484200,372784,Foreign Ordinary Shares,Canada,British Columbia
YZCAY,YANZHOU COAL MNG CO S/ADR,OTCQX International Premier,11.760000,-4.078300,1382,ADRs,China,
CIBEY,COMML INTL BK S/ADR,OTCQX International Premier,3.655000,-2.010700,25137,ADRs,Egypt,
CMGGF,COMML INTL BK LTD S/GDR,OTCQX International Premier,3.800000,,0,New York Registry Shs,Egypt,
DANOY,DANONE S/ADR,OTCQX International Premier,13.750000,-0.290100,246889,ADRs,France,
GPDNF,GROUPE DANONE,OTCQX International Premier,66.430000,-4.330700,1551,Foreign Ordinary Shares,France,
AXAHF,AXA SA ORD,OTCQX International Premier,25.950000,-4.542900,1235,Foreign Ordinary Shares,France,
AXAHY,AXA S/ADR,OTCQX International Premier,27.060000,-0.587800,705588,ADRs,France,
BNPQF,BNP PARIBAS ORD,OTCQX International Premier,62.740000,1.685600,1154,Foreign Ordinary Shares,France,
BNPQY,BNP PARIBAS SPONS ADR,OTCQX International Premier,30.600700,-1.032700,324726,ADRs,France,
PGPEF,PUBLICIS GROUPE ACT,OTCQX International Premier,61.270000,,5850,Foreign Ordinary Shares,France,
PUBGY,PUBLICIS GROUP SA S/ADR,OTCQX International Premier,15.210000,-2.029000,34164,ADRs,France,
BASFY,BASF SE S/ADR,OTCQX International Premier,20.710000,-1.498200,407425,ADRs,Germany,
BFFAF,BASF SE ORD,OTCQX International Premier,82.760000,0.042400,8000,Foreign Ordinary Shares,Germany,
DTEGF,DEUTSCHE TELEKOM AG REG,OTCQX International Premier,20.200000,0.198400,5392,Foreign Ordinary Shares,Germany,
DTEGY,DEUTSCHE TELEKOM AG S/ADR,OTCQX International Premier,20.240000,0.998000,84137,ADRs,Germany,
DLAKF,DEUTSCHE LUFTHANSA AG REG,OTCQX International Premier,13.480000,1.506000,268,Foreign Ordinary Shares,Germany,
DLAKY,DEUTSCHE LUFTHANSA S/ADR,OTCQX International Premier,13.380000,-1.108600,17188,ADRs,Germany,
ADDDF,ADIDAS AG ORD,OTCQX International Premier,315.620000,3.305800,474,Foreign Ordinary Shares,Germany,
ADDYY,ADIDAS AG S/ADR,OTCQX International Premier,157.010000,1.088100,39458,ADRs,Germany,
IFNNF,INFINEON TECHS AG,OTCQX International Premier,42.385000,1.985100,3022,Foreign Ordinary Shares,Germany,
IFNNY,INFINEON TECHS AG S/ADR,OTCQX International Premier,42.590000,2.552400,118389,ADRs,Germany,
BOSSY,HUGO BOSS AG S/ADR,OTCQX International Premier,8.130000,0.743500,100,ADRs,Germany,
KPLUF,K PLUS S AG ORD,OTCQX International Premier,9.930000,-1.780400,100,Foreign Ordinary Shares,Germany,
KPLUY,K PLUS S AG S/ADR,OTCQX International Premier,4.870000,-0.814700,200,ADRs,Germany,
STWRY,SOFTWARE AG S/ADR,OTCQX International Premier,10.480000,,1,ADRs,Germany,
CCGGY,C&C GROUP PLC S/ADR,OTCQX International Premier,11.500000,,0,ADRs,Ireland,
EXPGF,EXPERIAN PLC ORD,OTCQX International Premier,34.360000,,50,Foreign Ordinary Shares,Ireland,
EXPGY,EXPERIAN PLC S/ADR,OTCQX International Premier,34.470000,-0.029000,82290,ADRs,Ireland,
WMMVY,WAL-MART DE MEX V S/ADR,OTCQX International Premier,31.620000,-1.862200,22258,ADRs,Mexico,
GBOOF,GRUPO FIN BANORTE  ORD,OTCQX International Premier,5.452500,5.668600,4545,Foreign Ordinary Shares,Mexico,
GBOOY,GRUPO FINC BANORTE S/ADR,OTCQX International Premier,28.080000,-1.161600,22690,ADRs,Mexico,
NHYDY,NORSK HYDRO A S ADS,OTCQX International Premier,6.450000,2.542100,87973,ADRs,Norway,
NHYKF,NORSK HYDRO AS ORD,OTCQX International Premier,6.150000,-1.442300,8020,Foreign Ordinary Shares,Norway,
ROSYY,PJSC ROSTELECOM S/ADR,OTCQX International Premier,8.470000,,1,ADRs,Russia,
RSHYY,RUSHYDRO PJSC S/ADR,OTCQX International Premier,1.060000,3.921600,1149,ADRs,Russia,
IMPUY,IMPALA PLATINUM HLDGS ADR,OTCQX International Premier,18.775000,2.427700,176207,ADRs,South Africa,
REPYF,REPSOL YPF SA ORD,OTCQX International Premier,12.635000,,2842,Foreign Ordinary Shares,Spain,
REPYY,REPSOL SA SP/ADR,OTCQX International Premier,12.420000,-0.838300,43545,ADRs,Spain,
RHHBF,ROCHE HOLDING LTD ORD,OTCQX International Premier,341.750000,-0.942000,153,Foreign Ordinary Shares,Switzerland,
RHHBY,ROCHE HOLDING LTD S/ADR,OTCQX International Premier,40.560000,0.770200,1701959,ADRs,Switzerland,
RHHVF,ROCHE HOLDING DIV RTS,OTCQX International Premier,326.490000,2.024900,2539,Rights,Switzerland,
ZFSVF,ZURICH INS GROUP ORD,OTCQX International Premier,430.030000,0.076800,38,Foreign Ordinary Shares,Switzerland,
ZURVY,ZURICH INS GROUP S/ADR,OTCQX International Premier,42.930000,-1.536700,58267,ADRs,Switzerland,
ADRNY,KONINKLIJKE AD N.V. S/ADR,OTCQX International Premier,27.910000,-0.570000,46205,ADRs,The Netherlands,
AHODF,KONINKLIJKE AHOLD DEL ORD,OTCQX International Premier,28.800000,3.783800,2138,Foreign Ordinary Shares,The Netherlands,
HEINY,HEINEKEN N V S/ADR,OTCQX International Premier,51.600000,-0.520500,29754,ADRs,The Netherlands,
HINKF,HEINEKEN N V REG,OTCQX International Premier,107.000000,2.953100,4313,Foreign Ordinary Shares,The Netherlands,
RDSMY,ROYAL DSM NV S/ADR,OTCQX International Premier,42.584500,-2.127100,26727,ADRs,The Netherlands,
AKZOF,AKZO NOBEL NV ORD NEW,OTCQX International Premier,111.750000,,0,Foreign Ordinary Shares,The Netherlands,
AKZOY,AKZO NOBEL N V S/ADR,OTCQX International Premier,37.450000,-0.160000,31364,ADRs,The Netherlands,
ASMIY,ASM INTL NV NY REG SHS,OTCQX International Premier,296.230000,4.490300,400,ETFs,The Netherlands,
HKHHF,HEINEKEN HOLDING NV ORD,OTCQX International Premier,89.650000,-1.699600,803,Foreign Ordinary Shares,The Netherlands,
HKHHY,HEINEKEN HOLDING NV S/ADR,OTCQX International Premier,44.980000,-1.402900,856,ADRs,The Netherlands,
TKGBF,TURKIYE GARANTI BK,OTCQX International Premier,0.910000,,0,Foreign Ordinary Shares,Turkey,
TKGBY,TURKIYE GARANTI BNK S/ADR,OTCQX International Premier,0.846000,-0.470600,636130,ADRs,Turkey,
AKBTY,AKBANK T/A/S S/ADR,OTCQX International Premier,1.220000,0.826400,21191,ADRs,Turkey,
TSCDF,TESCO PLC NEW,OTCQX International Premier,3.190000,3.571400,6799,Foreign Ordinary Shares,United Kingdom,England
TSCDY,TESCO PLC S/ADR,OTCQX International Premier,9.480000,0.958500,118264,ADRs,United Kingdom,England
